Wall time,Step,Value
1705479741.693554,6,0.001434285775758326
1705479744.7443926,16,0.0013559670187532902
1705479746.8491387,19,0.0013457050081342459
1705479751.968114,25,0.0013157976791262627
1705479761.7042463,41,0.0012362187262624502
1705479761.7797387,43,0.00119279813952744
1705479763.8472078,45,0.0012004056479781866
1705479763.9472158,46,0.0012040293077006936
1705479763.979651,48,0.0012239022180438042
1705479768.199531,54,0.0011591381626203656
1705479768.2853234,55,0.0011695260182023048
1705479770.2490814,57,0.0011369339190423489
1705479775.6502602,66,0.0010928696719929576
1705479777.7329404,72,0.0010488495463505387
1705479780.0822115,73,0.001039815368130803
1705479780.101583,74,0.0010307293850928545
1705479780.1222365,75,0.0010707788169384003
1705479782.3746793,80,0.0010515800677239895
1705479787.8773284,88,0.0010073865996673703
1705479791.951894,95,0.0009368620812892914
1705479797.2513196,103,0.0009406209574081004
1705479799.3751895,106,0.0009039919241331518
1705479799.4046721,107,0.0009492247481830418
1705479803.5990365,114,0.0009054354741238058
1705479805.6495588,119,0.0008503185817971826
1705479811.1416724,127,0.0009757882216945291
1705479813.2758257,130,0.0008092487696558237
1705479813.2923725,131,0.0007971908198669553
1705479817.6706347,140,0.0007638050010427833
1705479821.0565107,142,0.0007744705653749406
1705479821.0737228,143,0.000758440000936389
1705479825.2838724,151,0.0007247886387631297
1705479827.463487,156,0.0007128434954211116
1705479829.4140418,159,0.0007192554767243564
1705479834.7830322,168,0.0006906875059939921
1705479836.8203123,169,0.0006955362041480839
1705479841.212379,178,0.0006561538903042674
1705479841.2301714,179,0.0006569504621438682
1705479844.4386172,184,0.0006404471932910383
1705479846.709332,186,0.0006319033564068377
1705479846.7267015,187,0.0006569853285327554
1705479848.893135,191,0.0006134145660325885
1705479853.0839508,199,0.0006014001555740833
1705479858.394046,207,0.0005987008335068822
1705479858.4111936,208,0.0005923733115196228
1705479860.4599423,209,0.0005846787826158106
1705479862.670457,213,0.000563556794077158
1705479867.970686,224,0.0005472329212352633
1705479871.9914947,230,0.0005394636536948383
1705479874.126676,235,0.0005184382316656411
1705479876.1430712,238,0.0005335570313036442
1705479883.6445205,250,0.00049626175314188
1705479885.8224223,256,0.0005042004049755633
1705479891.0722294,261,0.0004890909767709672
1705479891.1362498,264,0.0004952354938723147
1705479893.206119,268,0.00045991752995178103
1705479895.0998542,272,0.0004582960391417146
1705479897.251004,274,0.00047400276525877416
1705479909.0775073,293,0.0004189027822576463
1705479911.2138343,298,0.00043767972965724766
1705479911.2292247,299,0.0004049207200296223
1705479914.6467717,304,0.0004123068356420845
1705479916.7498446,308,0.00040857604471966624
1705479918.9116075,309,0.00040478157461620867
1705479918.948192,311,0.0003966122167184949
1705479923.1172037,319,0.0003946967190131545
1705479923.133968,320,0.0003888263017870486
1705479928.7571974,326,0.0003845027240458876
1705479928.774769,327,0.0003910265222657472
1705479928.791089,328,0.00038550476892851293
1705479930.9154804,331,0.00036725032259710133
1705479935.091491,340,0.00037119461921975017
1705479940.57882,348,0.0003614534216467291
1705479950.2309222,364,0.00033926067408174276
1705479952.226341,368,0.0003365686861798167
1705479956.1746361,374,0.00031954111182130873
1705479958.2432983,378,0.00031838766881264746
1705479958.2719219,380,0.0003184956731274724
1705479965.569719,392,0.0003419466083869338
1705479967.424275,393,0.0003105790528934449
1705479976.9458685,409,0.00030359189258888364
1705479984.7746897,422,0.0003275900089647621
1705479984.7910526,423,0.00028060292243026197
1705479986.798839,425,0.00029253552202135324
1705479988.9081368,431,0.0002744791563600302
1705479993.2684352,440,0.00028118325280956924
1705479996.3794,442,0.0002592132077552378
1705479996.4085717,443,0.0002571553341113031
1705479998.3484323,446,0.00026319819153286517
1705480000.4784446,452,0.0003352115163579583
1705480007.421515,461,0.00025639994419179857
1705480007.4976497,464,0.0002753056469373405
1705480009.4618425,465,0.00028551052673719823
1705480013.8552032,474,0.00023737364972475916
1705480013.8720593,475,0.0002641541068442166
1705480023.5934675,490,0.00026503531262278557
1705480023.6226203,492,0.00025907831150107086
1705480025.752788,494,0.00022933073341846466
1705480033.2611551,508,0.00023409604909829795
1705480037.42075,513,0.00022078576148487628
1705480037.4563026,515,0.00022558071941602975
1705480039.5614545,518,0.00022177459322847426
1705480044.7610214,526,0.0002148919302271679
1705480046.9018319,532,0.00020859971118625253
1705480048.853829,534,0.00020094358478672802
1705480050.9538436,537,0.000211605045478791
1705480054.522075,543,0.00020184446475468576
1705480056.7030945,548,0.00020933790074195713
1705480063.2586608,558,0.0001883702934719622
1705480063.291825,560,0.00021783010743092746
1705480066.8822615,564,0.00020252437388990074
1705480071.0806134,570,0.00020135373051743954
1705480073.2111766,574,0.0002007219591178
1705480073.3265638,575,0.00020392875012475997
1705480075.3590398,580,0.0001914072927320376
1705480078.6657214,582,0.00023641285952180624
1705480078.6859212,583,0.000187403304153122
1705480080.710584,585,0.00019975515897385776
1705480080.7555668,587,0.0001866747043095529
1705480080.7708235,588,0.00021015305537730455
1705480084.8281817,593,0.000176303627085872
1705480084.844848,594,0.0001865965750766918
1705480090.4228575,603,0.000189488404430449
1705480094.7088819,609,0.00020829064305871725
1705480094.739401,611,0.00018638774054124951
1705480096.8608592,616,0.00018948374781757593
1705480102.1906366,621,0.00016946390678640455
1705480102.222455,623,0.00018679400091059506
1705480108.4961715,635,0.00015872075164224952
1705480113.988816,642,0.00017304638458881527
1705480114.0063384,643,0.00017340283375233412
1705480115.9550936,645,0.00017444223340135068
1705480115.9931316,646,0.00016612188483122736
1705480116.013361,647,0.00018574722344055772
1705480116.0392761,648,0.00017549122276250273
1705480118.05469,650,0.0001583217381266877
1705480120.101502,653,0.00018518274009693414
1705480122.0944939,657,0.00016112904995679855
1705480125.5600007,662,0.0001740952575346455
1705480127.6011665,665,0.00018763350090011954
1705480129.578094,669,0.00017322684288956225
1705480129.659081,672,0.00015710157458670437
1705480131.5971107,673,0.00015769754827488214
1705480131.6798377,675,0.00016860976757016033
1705480131.6956403,676,0.00015508034266531467
1705480133.7189407,679,0.00015355546202044934
1705480133.7337472,680,0.0001426826638635248
1705480136.8799202,683,0.00019121526565868407
1705480136.9071395,684,0.00016173643234651536
1705480140.9131815,689,0.00016704936570022255
1705480140.931672,690,0.00016543011588510126
1705480144.818082,697,0.00015685295511502773
1705480144.931385,700,0.00017003818356897682
1705480148.087802,704,0.0001527240383438766
1705480150.0226865,707,0.00016963087546173483
1705480152.0186477,709,0.0001582890545250848
1705480152.052939,711,0.000152173190144822
1705480154.1383536,715,0.00014406829723156989
1705480156.1932106,719,0.0001511800946900621
1705480159.3969176,722,0.00014868022117298096
1705480159.420459,723,0.0001865872327471152
1705480159.4380867,724,0.0001440255146007985
1705480163.4623294,731,0.00018443877343088388
1705480167.622618,737,0.0001433387806173414
1705480167.6565425,739,0.00013433740241453052
1705480167.7381554,740,0.00013841589679941535
1705480170.7971303,744,0.00016948369739111513
1705480172.9449825,748,0.00013980569201521575
1705480174.935919,751,0.0001412903657183051
1705480174.9516897,752,0.00014496210496872663
1705480176.8957932,753,0.00014094714424572885
1705480176.942968,755,0.00014399249630514532
1705480178.840371,757,0.00014421038213185966
1705480184.0366611,766,0.00012951820099260658
1705480184.0537477,767,0.00013116991613060236
1705480185.9549887,770,0.00014422365347854793
1705480185.9783003,771,0.00013665109872817993
1705480186.0079496,772,0.0001426688686478883
1705480187.9882872,774,0.00015065919433254749
1705480188.0029814,775,0.00013736748951487243
1705480193.1789765,781,0.0001500310900155455
1705480195.08065,785,0.00014363684749696404
1705480195.1003315,786,0.00013414074783213437
1705480195.1343558,788,0.0001334539701929316
1705480197.2226439,790,0.00013730503269471228
1705480199.2713008,793,0.00014748073590453714
1705480199.2892435,794,0.0001494587049819529
1705480199.3054483,795,0.00013280031271278858
1705480199.3214076,796,0.0001529195869807154
1705480201.3716838,799,0.00018121849279850721
1705480204.681007,803,0.000137366761919111
1705480206.8423653,808,0.00011447953875176609
1705480208.8550696,809,0.00012008695193799213
1705480208.8727021,810,0.00012656484614126384
1705480211.1390324,816,0.00012199163757031783
1705480216.550487,822,0.00016904006770346314
1705480218.706494,826,0.00013013690477237105
1705480220.8325706,829,0.00011877746146637946
1705480223.048146,833,0.000151186395669356
1705480225.0698342,837,0.00011965935118496418
1705480225.1348789,839,0.00013160124944988638
1705480228.3549209,844,0.00012226891703903675
1705480230.289991,847,0.0001292482193093747
1705480242.1419709,868,0.00014180204016156495
1705480244.1978226,870,0.00011390198778826743
1705480244.2367384,871,0.00012242198863532394
1705480246.3646865,875,0.00012162418715888634
1705480248.4495444,877,0.00010870482947211713
1705480252.0126855,881,0.0001271585642825812
1705480252.0635438,883,0.00010744356404757127
1705480256.5205507,891,0.00011289515532553196
1705480260.75174,897,0.00012304434494581074
1705480264.1130538,901,0.0001076992048183456
1705480266.224578,908,0.00011523888679221272
1705480268.2172918,909,0.00013656125520356
1705480268.2359798,910,0.00011114212247775868
1705480268.2509,911,0.00024004314036574215
1705480270.2935402,916,0.00013933754235040396
1705480272.3990037,918,0.00012133114069001749
1705480275.7506058,921,0.00012307245924603194
1705480275.7755895,922,0.00013691761705558747
1705480275.814056,924,0.00012006705946987495
1705480279.9211075,932,0.00010534301691222936
1705480281.9225292,933,0.000104650913272053
1705480282.0650632,936,0.00011205368355149403
1705480287.3834083,943,0.00011440152593422681
1705480289.3973129,946,0.00010369247320340946
1705480293.6281385,955,9.436531399842352e-05
1705480295.5727923,957,0.00010851511615328491
1705480295.5872889,958,0.00012484597391448915
1705480295.6008003,959,0.00011326696403557435
1705480298.8854983,962,0.0001541107485536486
1705480298.9021988,963,0.00011888542212545872
1705480300.9950716,967,0.00010576748172752559
1705480303.1147923,972,0.00011521600390551612
1705480305.0328264,973,9.939217852661386e-05
1705480307.00407,977,9.74885915638879e-05
1705480307.0711067,978,0.00010890397970797494
1705480307.0879772,979,0.00010500861390028149
1705480307.1039758,980,0.0001132797624450177
1705480310.236479,984,0.0001301892480114475
1705480312.2597466,985,0.00014734403521288186
1705480312.3455648,988,0.00012936930579598993
1705480314.2102408,989,9.590216359356418e-05
1705480318.1806238,997,0.00011114397057099268
1705480321.2926083,1001,0.0001332215906586498
1705480321.3589535,1003,0.00010988718713633716
1705480323.2754076,1005,0.00011239395826123655
1705480323.3313818,1006,9.599561599316075e-05
1705480327.113682,1013,0.0001036676112562418
1705480327.2346098,1014,9.058864816324785e-05
1705480327.2522852,1015,0.00010477622709004208
1705480329.1898456,1018,0.00011161155271111056
1705480334.4783828,1026,0.00010111421579495072
1705480334.508938,1028,9.8462202004157e-05
1705480336.534198,1032,0.00010757101699709892
1705480338.5738523,1033,0.000125530845252797
1705480338.629888,1036,0.00014059677778277546
1705480340.6878188,1038,9.894886170513928e-05
1705480345.7319458,1045,0.00010667844617273659
1705480349.829546,1056,0.00012576118751894683
1705480351.7475574,1058,0.00011446547432569787
1705480355.0274823,1064,9.435266838409007e-05
1705480356.8540566,1065,0.0001005175945465453
1705480356.9752102,1067,0.00010917952022282407
1705480358.8712878,1069,0.00011155325773870572
1705480360.8539329,1073,0.00010124917753273621
1705480362.8463147,1077,7.95510713942349e-05
1705480363.0283716,1079,9.067302016774192e-05
1705480366.198912,1084,9.230822615791112e-05
1705480368.0427856,1085,9.16127028176561e-05
1705480368.2413237,1086,0.0001325925113633275
1705480372.4481263,1094,0.0001029920022119768
1705480374.4418657,1100,9.377984679304063e-05
1705480377.7402012,1104,0.00012139136379119009
1705480379.8981507,1105,9.168499673251063e-05
1705480379.913465,1106,0.0001174360077129677
1705480384.1260796,1115,0.00011049341992475092
1705480385.977707,1117,0.00011333657312206924
1705480386.1161506,1120,0.00010392693366156891
1705480391.279093,1126,0.00016872624109964818
1705480391.2941613,1127,8.361383515875787e-05
