Wall time,Step,Value
1706702156.4160519,19,0.2770065665245056
1706702157.9246116,25,0.23102547228336334
1706702162.410619,41,0.16457585990428925
1706702162.846067,43,0.15940360724925995
1706702163.507564,46,0.15295346081256866
1706702166.3291988,57,0.13418780267238617
1706702170.6321528,72,0.11829695105552673
1706702171.4391794,75,0.11569397896528244
1706702178.0027177,95,0.10263106971979141
1706702181.3024406,107,0.09625037014484406
1706702186.2930498,127,0.0875348448753357
1706702194.142144,156,0.07713361829519272
1706702195.2962384,159,0.07609591633081436
1706702197.939363,168,0.07342229783535004
1706702202.722881,184,0.06880801171064377
1706702203.2455542,186,0.06826640665531158
1706702216.585472,230,0.057767827063798904
1706702217.6955216,235,0.05670972540974617
1706702221.770773,250,0.05383217707276344
1706702223.832574,256,0.05274344980716705
1706702225.6049683,261,0.05183436721563339
1706702227.7090087,268,0.05070850998163223
1706702229.3255289,274,0.049782149493694305
1706702239.0785747,309,0.044963691383600235
1706702239.5071614,311,0.04481586441397667
1706702241.8037593,319,0.04376520216464996
1706702247.5931826,340,0.041529569774866104
1706702249.3067644,348,0.04064038768410683
1706702255.0408704,368,0.038727931678295135
1706702270.1247745,422,0.03445211425423622
1706702270.4393477,423,0.03425219655036926
1706702275.8391843,440,0.03308515250682831
1706702277.4081209,443,0.032879363745450974
1706702278.5399354,446,0.03271999955177307
1706702282.9086938,461,0.03185355290770531
1706702283.5392892,464,0.031583309173583984
1706702283.7205157,465,0.03151462972164154
1706702285.9393468,475,0.030884593725204468
1706702290.7039664,494,0.02993200719356537
1706702296.3393264,515,0.028908129781484604
1706702301.6395128,532,0.028056997805833817
1706702303.6263309,537,0.027856264263391495
1706702310.3300374,564,0.02680434100329876
1706702313.3395102,574,0.026427073404192924
1706702314.9068322,580,0.026211366057395935
1706702316.8260226,587,0.025969931855797768
1706702317.0589204,588,0.025921352207660675
1706702325.806949,621,0.024797208607196808
1706702326.2393372,623,0.024683089926838875
1706702328.9392245,635,0.024306127801537514
1706702331.2209878,642,0.024178169667720795
1706702331.6812847,643,0.02409183420240879
1706702332.3394856,645,0.024023283272981644
1706702333.2393641,648,0.02395564876496792
1706702333.7396362,650,0.02397209219634533
1706702336.7568712,662,0.023575372993946075
1706702339.3392963,672,0.023310113698244095
1706702352.9413185,715,0.02217826060950756
1706702355.7197738,723,0.02210368402302265
1706702358.5789697,731,0.021815964952111244
1706702360.6391826,740,0.02163548953831196
1706702364.1276987,753,0.021463869139552116
1706702365.0212843,757,0.021279465407133102
1706702367.2419307,766,0.02116224355995655
1706702368.2018383,770,0.021076709032058716
1706702368.6640506,772,0.020939281210303307
1706702369.2254915,774,0.021072037518024445
1706702371.3972833,781,0.020867355167865753
1706702372.987047,786,0.020725898444652557
1706702373.797897,788,0.020712528377771378
1706702375.0560355,793,0.020678045228123665
1706702375.4393613,795,0.02061125822365284
1706702376.601864,799,0.020540393888950348
1706702377.5422451,803,0.020448001101613045
1706702378.9090204,809,0.02038881927728653
1706702378.9756784,810,0.02024076320230961
1706702385.7186937,833,0.01993020437657833
1706702386.5260515,837,0.019853714853525162
1706702396.02513,870,0.01927240751683712
1706702397.906888,877,0.019280483946204185
1706702399.6165686,883,0.019329341128468513
1706702404.2394044,897,0.018936200067400932
1706702405.8396044,901,0.01894175074994564
1706702408.0074713,908,0.01881694793701172
1706702408.819134,910,0.01908629573881626
1706702411.4440277,918,0.018740229308605194
1706702415.99472,932,0.01856580749154091
1706702416.2993286,933,0.018545232713222504
1706702419.0938575,943,0.01844545640051365
1706702419.722838,946,0.018326837569475174
1706702422.7963796,955,0.01831224001944065
1706702424.839375,963,0.018254270777106285
1706702426.9052894,972,0.01809227280318737
1706702427.0159323,973,0.01804640144109726
1706702428.392215,979,0.01809123530983925
1706702428.61343,980,0.01802803948521614
1706702430.5419145,985,0.017911015078425407
1706702434.90692,1003,0.017839184030890465
1706702435.3268578,1006,0.017714375630021095
1706702437.4920561,1015,0.01771136000752449
1706702445.8394186,1045,0.017396355047822
1706702448.899433,1058,0.01728232018649578
1706702450.8950102,1064,0.0172168780118227
1706702451.8041413,1067,0.017196470871567726
1706702452.586175,1069,0.01719249226152897
1706702453.9050832,1073,0.01712331920862198
1706702455.482955,1079,0.01704113744199276
1706702457.4929686,1084,0.01712113618850708
1706702460.5178018,1094,0.016949106007814407
1706702462.2944865,1100,0.016934169456362724
1706702463.8963487,1105,0.016855577006936073
1706702466.6393468,1115,0.016771534457802773
1706702478.842272,1157,0.016672641038894653
1706702480.106147,1161,0.016693413257598877
1706702480.5066173,1162,0.016562379896640778
1706702480.7393262,1163,0.016491122543811798
1706702485.331968,1181,0.016387062147259712
1706702488.7288554,1194,0.016270482912659645
1706702492.2002583,1207,0.01622384414076805
1706702499.9849052,1233,0.016091730445623398
1706702504.5005627,1245,0.016031155362725258
1706702507.9045806,1256,0.016068149358034134
1706702508.9297087,1259,0.01596904918551445
1706702509.777123,1262,0.01594202034175396
1706702515.615668,1282,0.015850715339183807
1706702517.2390747,1288,0.01582525111734867
1706702519.0277195,1295,0.01577584072947502
1706702520.1251245,1301,0.015754342079162598
1706702524.9390829,1317,0.015646984800696373
1706702525.4996305,1320,0.015643524006009102
1706702528.699327,1331,0.015619253739714622
1706702529.5417342,1334,0.015638824552297592
